user_id,course_id,description,category,tags
user_23,course_46,"This course covers strategy, cloud and helps improve skills in programming.",Programming,"strategy, cloud"
user_91,course_5,"This course covers business, cloud, data, strategy and helps improve skills in marketing.",Marketing,"business, cloud, data, strategy"
user_91,course_45,"This course covers java, analytics, machine learning and helps improve skills in business.",Business,"java, analytics, machine learning"
user_26,course_9,"This course covers python, strategy, java and helps improve skills in business.",Business,"python, strategy, java"
user_60,course_36,"This course covers machine learning, cloud, business, analytics and helps improve skills in business.",Business,"machine learning, cloud, business, analytics"
user_92,course_47,"This course covers design, cloud, machine learning, ux and helps improve skills in programming.",Programming,"design, cloud, machine learning, ux"
user_41,course_42,"This course covers ux, java, strategy and helps improve skills in data science.",Data Science,"ux, java, strategy"
user_17,course_50,"This course covers cloud, data, java, analytics and helps improve skills in marketing.",Marketing,"cloud, data, java, analytics"
user_65,course_4,"This course covers data, business, cloud, machine learning and helps improve skills in data science.",Data Science,"data, business, cloud, machine learning"
user_42,course_46,"This course covers java, business, machine learning and helps improve skills in business.",Business,"java, business, machine learning"
user_33,course_13,"This course covers data, business, machine learning and helps improve skills in marketing.",Marketing,"data, business, machine learning"
user_65,course_42,"This course covers cloud, data, java, strategy and helps improve skills in business.",Business,"cloud, data, java, strategy"
